id,clue,answer,month,year,day,created_at,updated_at
99876,"54. ""Satanic Verses"" topic",ISLAM,01,1994,,2019-04-09 12:15:46.371-04,2019-04-09 12:15:46.371-04
196481,64. Where a Venus was found: 1820,MELOS,09,1986,,2019-04-09 12:18:50.789-04,2019-04-09 12:18:50.789-04
212536,"98. Upright, e.g.",PIANO,11,1978,,2019-04-09 12:19:17.603-04,2019-04-09 12:19:17.603-04
33712,12. Final touch,ICING,06,1985,,2019-04-09 12:13:44.904-04,2019-04-09 12:13:44.904-04
189417,92. Spanker and spencer,SAILS,07,1984,,2019-04-09 12:18:38.267-04,2019-04-09 12:18:38.267-04
144918,12. Some celebrities,IDOLS,07,1991,,2019-04-09 12:17:05.043-04,2019-04-09 12:17:05.043-04
69372,"63. Encore, in plain English",AGAIN,03,1981,,2019-04-09 12:14:52.76-04,2019-04-09 12:14:52.76-04
213865,46. Medieval merchant guild,HANSA,10,1989,,2019-04-09 12:19:20.013-04,2019-04-09 12:19:20.013-04
189912,107. Shoelace tip,AGLET,01,1994,,2019-04-09 12:18:39.264-04,2019-04-09 12:18:39.264-04
222612,51. Lyres of yore,ASORS,09,1979,,2019-04-09 12:19:35.493-04,2019-04-09 12:19:35.493-04
221663,59. Cries at Greek orgies,EVOES,05,1992,,2019-04-09 12:19:33.828-04,2019-04-09 12:19:33.828-04
135898,8. Custard apple,PAPAW,04,1981,,2019-04-09 12:16:49.103-04,2019-04-09 12:16:49.103-04
105945,"26. ""___ My Souvenirs,"" 1927 song",AMONG,10,1993,,2019-04-09 12:15:56.617-04,2019-04-09 12:15:56.617-04
214393,21. Like some caps,POLAR,04,1996,,2019-04-09 12:19:20.977-04,2019-04-09 12:19:20.977-04
157861,8. Earthy pigment,OCHER,04,1987,,2019-04-09 12:17:34.468-04,2019-04-09 12:17:34.468-04
168550,59. Stitch,BASTE,02,1989,,2019-04-09 12:17:58.358-04,2019-04-09 12:17:58.358-04
47584,25. Also-ran,LOSER,05,1990,,2019-04-09 12:14:08.485-04,2019-04-09 12:14:08.485-04
59486,18. Leaves one's bunk,RISES,04,1992,,2019-04-09 12:14:30.434-04,2019-04-09 12:14:30.434-04
69849,26. Adjust,ALINE,12,1980,,2019-04-09 12:14:53.74-04,2019-04-09 12:14:53.74-04
121021,29. Mountain crest,ARETE,09,1982,,2019-04-09 12:16:23.46-04,2019-04-09 12:16:23.46-04
106210,38. Taken in,STUNG,04,1982,,2019-04-09 12:15:57.016-04,2019-04-09 12:15:57.016-04
161051,32. Whip marks,WEALS,02,1979,,2019-04-09 12:17:42.108-04,2019-04-09 12:17:42.108-04
186852,68. Ceylonese monkeys,MAHAS,04,1979,,2019-04-09 12:18:34.557-04,2019-04-09 12:18:34.557-04
106612,47. Actor Romero,CESAR,04,1988,,2019-04-09 12:15:57.648-04,2019-04-09 12:15:57.648-04
51740,10. Place,STEAD,04,1988,,2019-04-09 12:14:15.346-04,2019-04-09 12:14:15.346-04
144934,50. Dine at home,EATIN,01,1980,,2019-04-09 12:17:05.069-04,2019-04-09 12:17:05.069-04
215008,88. Solti's need,BATON,11,1977,,2019-04-09 12:19:22.077-04,2019-04-09 12:19:22.077-04
19420,41. Unguent,SALVE,03,1987,,2019-04-09 12:13:16.974-04,2019-04-09 12:13:16.974-04
205322,107. Water wheel,NORIA,06,1988,,2019-04-09 12:19:05.354-04,2019-04-09 12:19:05.354-04
98968,"29. Ravel's ""La ___""",VALSE,01,1989,,2019-04-09 12:15:44.853-04,2019-04-09 12:15:44.853-04
19942,13. Hood's weapon,ARROW,06,1992,,2019-04-09 12:13:17.779-04,2019-04-09 12:13:17.779-04
107768,26. Conductor Zubin,MEHTA,12,1978,,2019-04-09 12:15:59.419-04,2019-04-09 12:15:59.419-04
121148,57. Miscalculated,ERRED,06,1978,,2019-04-09 12:16:23.688-04,2019-04-09 12:16:23.688-04
138566,"5. ""Horse Marines"" captain",JINKS,10,1982,,2019-04-09 12:16:53.485-04,2019-04-09 12:16:53.485-04
22438,41. Stem joints,NODES,03,1976,,2019-04-09 12:13:22.715-04,2019-04-09 12:13:22.715-04
203273,34. Crosses,ROODS,01,1979,,2019-04-09 12:19:02.09-04,2019-04-09 12:19:02.09-04
174851,"65. ""___ Grows in Brooklyn""",ATREE,04,1990,,2019-04-09 12:18:12.315-04,2019-04-09 12:18:12.315-04
222748,15. Sharpen a razor,STROP,06,1990,,2019-04-09 12:19:35.727-04,2019-04-09 12:19:35.727-04
166940,26. It may call for a charge,BUGLE,11,1993,,2019-04-09 12:17:55.102-04,2019-04-09 12:17:55.102-04
147275,52. Demeter's Roman counterpart,CERES,03,1996,,2019-04-09 12:17:14.147-04,2019-04-09 12:17:14.147-04
83011,49. ___ drop of a hat,ATTHE,05,1991,,2019-04-09 12:15:17.37-04,2019-04-09 12:15:17.37-04
132146,54. Strips,PEELS,05,1977,,2019-04-09 12:16:42.25-04,2019-04-09 12:16:42.25-04
111477,39. Barnyard sound,CLUCK,08,1983,,2019-04-09 12:16:06.57-04,2019-04-09 12:16:06.57-04
216330,84. Vermont city,BARRE,02,1982,,2019-04-09 12:19:24.811-04,2019-04-09 12:19:24.811-04
8156,54. First high priest of the Hebrews,AARON,11,1978,,2019-04-09 12:12:53.048-04,2019-04-09 12:12:53.048-04
18934,18. Wickerwork material,OSIER,09,1983,,2019-04-09 12:13:16.244-04,2019-04-09 12:13:16.244-04
63803,21. Loses color,PALES,08,1987,,2019-04-09 12:14:40.392-04,2019-04-09 12:14:40.392-04
134081,57. Blackboard,SLATE,11,1986,,2019-04-09 12:16:45.667-04,2019-04-09 12:16:45.667-04
133123,42. Gave a rap,CARED,12,1993,,2019-04-09 12:16:44.007-04,2019-04-09 12:16:44.007-04
145230,61. Desist's partner,CEASE,05,1977,,2019-04-09 12:17:06.333-04,2019-04-09 12:17:06.333-04
15251,62. What some people storm,BARNS,11,1987,,2019-04-09 12:13:09.438-04,2019-04-09 12:13:09.438-04
162299,37. Fruit drink,CIDER,03,1988,,2019-04-09 12:17:46.088-04,2019-04-09 12:17:46.088-04
139658,30. Organic compound,AZOLE,03,1978,,2019-04-09 12:16:55.301-04,2019-04-09 12:16:55.301-04
51387,29. Orion's bright spot,RIGEL,08,1986,,2019-04-09 12:14:14.711-04,2019-04-09 12:14:14.711-04
205680,55. Devilfish,MANTA,01,1984,,2019-04-09 12:19:05.88-04,2019-04-09 12:19:05.88-04
221366,2. Matisse,HENRI,03,1976,,2019-04-09 12:19:33.331-04,2019-04-09 12:19:33.331-04
95091,50. Eight-PArt group,OCTAD,06,1979,,2019-04-09 12:15:37.396-04,2019-04-09 12:15:37.396-04
8708,1. Regional plant and animal life,BIOTA,08,1987,,2019-04-09 12:12:54.555-04,2019-04-09 12:12:54.555-04
166984,33. Hebrew months,ADARS,04,1978,,2019-04-09 12:17:55.182-04,2019-04-09 12:17:55.182-04
46292,14. City south of Gainesville,OCALA,12,1993,,2019-04-09 12:14:06.145-04,2019-04-09 12:14:06.145-04
221671,69. Discount chain,KMART,11,1995,,2019-04-09 12:19:33.842-04,2019-04-09 12:19:33.842-04
121150,51. Family member,UNCLE,05,1976,,2019-04-09 12:16:23.692-04,2019-04-09 12:16:23.692-04
90445,6. Fudd or Gantry,ELMER,11,1981,,2019-04-09 12:15:29.55-04,2019-04-09 12:15:29.55-04
52704,22. Vitiate,TAINT,04,1993,,2019-04-09 12:14:16.822-04,2019-04-09 12:14:16.822-04
3519,18. Wolf cries,HOWLS,01,1991,,2019-04-09 12:12:40.277-04,2019-04-09 12:12:40.277-04
121963,51. Lacing aid,AGLET,12,1989,,2019-04-09 12:16:25.202-04,2019-04-09 12:16:25.202-04
169654,19. Pierre's income,RENTE,09,1981,,2019-04-09 12:18:00.353-04,2019-04-09 12:18:00.353-04
181089,117. Laconic,TERSE,08,1985,,2019-04-09 12:18:23.502-04,2019-04-09 12:18:23.502-04
123251,47. Pliant,LITHE,07,1978,,2019-04-09 12:16:27.049-04,2019-04-09 12:16:27.049-04
195042,21. Maui neighbor,LANAI,12,1985,,2019-04-09 12:18:48.254-04,2019-04-09 12:18:48.254-04
216072,70. Powwows,CHATS,03,1979,,2019-04-09 12:19:24.269-04,2019-04-09 12:19:24.269-04
184573,73. Largest of the Kurile Islands,ETORO,05,1977,,2019-04-09 12:18:31.123-04,2019-04-09 12:18:31.123-04
105986,32. Rye or corn,GRAIN,11,1993,,2019-04-09 12:15:56.679-04,2019-04-09 12:15:56.679-04
72149,26. Beds for Leo and Elsa,LAIRS,03,1993,,2019-04-09 12:14:58.65-04,2019-04-09 12:14:58.65-04
39559,50. Kind of bucket,OAKEN,03,1979,,2019-04-09 12:13:54.415-04,2019-04-09 12:13:54.415-04
205426,14. Not a soul,NOONE,01,1989,,2019-04-09 12:19:05.513-04,2019-04-09 12:19:05.513-04
31527,38. Ground quartz,SILEX,04,1979,,2019-04-09 12:13:41.319-04,2019-04-09 12:13:41.319-04
123735,13. Coincide,AGREE,02,1989,,2019-04-09 12:16:27.906-04,2019-04-09 12:16:27.906-04
112782,24. Bone: Comb. form,OSTEO,08,1977,,2019-04-09 12:16:08.703-04,2019-04-09 12:16:08.703-04
65587,39. These were all about Eve,TREES,03,1982,,2019-04-09 12:14:44.197-04,2019-04-09 12:14:44.197-04
114110,20. City of Ecuador,QUITO,07,1976,,2019-04-09 12:16:10.915-04,2019-04-09 12:16:10.915-04
151500,62. Poser,MODEL,04,1990,,2019-04-09 12:17:22.32-04,2019-04-09 12:17:22.32-04
141306,23. Units of illumination,PHOTS,06,1992,,2019-04-09 12:16:57.993-04,2019-04-09 12:16:57.993-04
114218,2. Antipathy,ODIUM,10,1993,,2019-04-09 12:16:11.135-04,2019-04-09 12:16:11.135-04
131286,1. Loathe,ABHOR,10,1991,,2019-04-09 12:16:40.788-04,2019-04-09 12:16:40.788-04
80058,63. Chris ___ Lloyd,EVERT,10,1984,,2019-04-09 12:15:12.536-04,2019-04-09 12:15:12.536-04
1806,61. Gussets,GORES,02,1981,,2019-04-09 12:12:35.495-04,2019-04-09 12:12:35.495-04
202146,101. Subway riders,FARES,03,1996,,2019-04-09 12:19:00.221-04,2019-04-09 12:19:00.221-04
213406,82. Disintegrates,MELTS,07,1978,,2019-04-09 12:19:19.143-04,2019-04-09 12:19:19.143-04
32504,26. Pain in the neck,CRICK,05,1988,,2019-04-09 12:13:42.79-04,2019-04-09 12:13:42.79-04
158284,29. Scotch slopes,BRAES,05,1977,,2019-04-09 12:17:35.646-04,2019-04-09 12:17:35.646-04
54827,35. Finely adjusted,TUNED,11,1995,,2019-04-09 12:14:20.454-04,2019-04-09 12:14:20.454-04
153803,32. Loafer,DRONE,05,1976,,2019-04-09 12:17:26.727-04,2019-04-09 12:17:26.727-04
162990,46. Scene of a Freedom March,SELMA,11,1978,,2019-04-09 12:17:47.592-04,2019-04-09 12:17:47.592-04
84358,51. Former Redskins coach Joe,GIBBS,05,1996,,2019-04-09 12:15:19.577-04,2019-04-09 12:15:19.577-04
164290,29. Alter; correct,EMEND,09,1981,,2019-04-09 12:17:49.994-04,2019-04-09 12:17:49.994-04
96040,28. Hanged Biblical prince,HAMAN,04,1977,,2019-04-09 12:15:39.035-04,2019-04-09 12:15:39.035-04
200748,45. It's just south of Des Plaines,OHARE,02,1997,,2019-04-09 12:18:57.881-04,2019-04-09 12:18:57.881-04
181968,19. Lymnaeid,SNAIL,07,1983,,2019-04-09 12:18:25.453-04,2019-04-09 12:18:25.453-04
83968,31. Culture mores,ETHOS,12,1993,,2019-04-09 12:15:18.917-04,2019-04-09 12:15:18.917-04
144428,51. Lend ___ (heed),ANEAR,12,1990,,2019-04-09 12:17:03.769-04,2019-04-09 12:17:03.769-04
182493,100. Certain Yemeni,ADENI,12,1988,,2019-04-09 12:18:27-04,2019-04-09 12:18:27-04
177799,84. Its symbol is a crescent and star,ISLAM,11,1996,,2019-04-09 12:18:17.345-04,2019-04-09 12:18:17.345-04
5833,12. A lot,HEAPS,10,1995,,2019-04-09 12:12:47.466-04,2019-04-09 12:12:47.466-04
130240,37. Tennis starter,SERVE,11,1995,,2019-04-09 12:16:38.9-04,2019-04-09 12:16:38.9-04
38703,"62. He wrote ""Night Music""",ODETS,12,1978,,2019-04-09 12:13:53.09-04,2019-04-09 12:13:53.09-04
200392,84. Uncovered,BARED,03,1985,,2019-04-09 12:18:57.259-04,2019-04-09 12:18:57.259-04
221650,41. ___-garde,AVANT,03,1976,,2019-04-09 12:19:33.808-04,2019-04-09 12:19:33.808-04
216481,50. Chapter's partner,VERSE,06,1978,,2019-04-09 12:19:25.074-04,2019-04-09 12:19:25.074-04
185956,71. Decamp for romance,ELOPE,05,1979,,2019-04-09 12:18:33.179-04,2019-04-09 12:18:33.179-04
129754,23. Available,ONTAP,10,1979,,2019-04-09 12:16:38.125-04,2019-04-09 12:16:38.125-04
215427,7. Memorable coloratura,PATTI,07,1979,,2019-04-09 12:19:22.935-04,2019-04-09 12:19:22.935-04
149779,29. Data,FACTS,09,1987,,2019-04-09 12:17:19.046-04,2019-04-09 12:17:19.046-04
40978,65. Political party offering,SLATE,11,1994,,2019-04-09 12:13:56.563-04,2019-04-09 12:13:56.563-04
210300,"86. ""Love in ___,"" 1934 song",BLOOM,11,1993,,2019-04-09 12:19:13.602-04,2019-04-09 12:19:13.602-04
82005,69. Stringed instruments,LYRES,06,1993,,2019-04-09 12:15:15.791-04,2019-04-09 12:15:15.791-04
202893,12. New Hampshire's state flower,LILAC,03,1994,,2019-04-09 12:19:01.429-04,2019-04-09 12:19:01.429-04
136630,52. Go in,ENTER,09,1979,,2019-04-09 12:16:50.228-04,2019-04-09 12:16:50.228-04
157408,65. Conscious,AWARE,05,1986,,2019-04-09 12:17:33.78-04,2019-04-09 12:17:33.78-04
71140,57. Shearer,MOIRA,02,1976,,2019-04-09 12:14:56.661-04,2019-04-09 12:14:56.661-04
197135,53. Stave unit,VERSE,07,1978,,2019-04-09 12:18:51.823-04,2019-04-09 12:18:51.823-04
12594,14. John Denver album,AERIE,07,1991,,2019-04-09 12:13:03.656-04,2019-04-09 12:13:03.656-04
118502,15. City on the Bug,BREST,07,1983,,2019-04-09 12:16:18.766-04,2019-04-09 12:16:18.766-04
181545,101. Stern or Newton,ISAAC,12,1976,,2019-04-09 12:18:24.442-04,2019-04-09 12:18:24.442-04
129795,25. Steep slope,SCARP,03,1982,,2019-04-09 12:16:38.181-04,2019-04-09 12:16:38.181-04
122277,"2. ""Creation of Man"" sculptor",RODIN,02,1979,,2019-04-09 12:16:25.618-04,2019-04-09 12:16:25.618-04
5912,1. Out of bed,ASTIR,03,1985,,2019-04-09 12:12:47.692-04,2019-04-09 12:12:47.692-04
174084,8. French pupil,ELEVE,01,1977,,2019-04-09 12:18:09.897-04,2019-04-09 12:18:09.897-04
143229,67. Small viper,ADDER,09,1983,,2019-04-09 12:17:01.274-04,2019-04-09 12:17:01.274-04
25278,67. Steps over a fence,STILE,02,1988,,2019-04-09 12:13:27.778-04,2019-04-09 12:13:27.778-04
4918,"1. Subject of the film ""Sweet Dreams""",CLINE,05,1994,,2019-04-09 12:12:44.965-04,2019-04-09 12:12:44.965-04
14444,37. Silent greetings,GRINS,09,1994,,2019-04-09 12:13:07.641-04,2019-04-09 12:13:07.641-04
20300,5. Recurring theme,MOTIF,12,1987,,2019-04-09 12:13:18.356-04,2019-04-09 12:13:18.356-04
33803,39. Extraordinary,SUPER,06,1994,,2019-04-09 12:13:45.043-04,2019-04-09 12:13:45.043-04
219125,90. Last of a Hemingway title,TREES,03,1980,,2019-04-09 12:19:29.716-04,2019-04-09 12:19:29.716-04
13331,46. See eye to eye,AGREE,03,1994,,2019-04-09 12:13:05.163-04,2019-04-09 12:13:05.163-04
42399,26. Telly on the telly,KOJAK,07,1994,,2019-04-09 12:13:59.421-04,2019-04-09 12:13:59.421-04
96942,28. Effluvia,ODORS,07,1996,,2019-04-09 12:15:40.805-04,2019-04-09 12:15:40.805-04
78235,"11. The ""in"" things",RAGES,02,1978,,2019-04-09 12:15:09.474-04,2019-04-09 12:15:09.474-04
144817,"41. Higher power in ""Star Wars""",FORCE,06,1979,,2019-04-09 12:17:04.845-04,2019-04-09 12:17:04.845-04
51026,29. Came to,AWOKE,10,1993,,2019-04-09 12:14:14.159-04,2019-04-09 12:14:14.159-04
194835,33. High dwelling,AERIE,03,1990,,2019-04-09 12:18:47.846-04,2019-04-09 12:18:47.846-04
96533,"33. Softly, in music",PIANO,11,1988,,2019-04-09 12:15:39.927-04,2019-04-09 12:15:39.927-04
109980,66. Emulate Fisk,CATCH,06,1980,,2019-04-09 12:16:03.701-04,2019-04-09 12:16:03.701-04
78414,29. Affirmed sound,SNORT,05,1979,,2019-04-09 12:15:09.763-04,2019-04-09 12:15:09.763-04
210925,72. A.F.B. in N.H.,PEASE,06,1991,,2019-04-09 12:19:14.717-04,2019-04-09 12:19:14.717-04
110192,40. Ninnies,GEESE,05,1986,,2019-04-09 12:16:04.121-04,2019-04-09 12:16:04.121-04
66930,"68. Stan's partner, for short",OLLIE,03,1997,,2019-04-09 12:14:47.367-04,2019-04-09 12:14:47.367-04
89384,69. Sunday singers,CHOIR,07,1994,,2019-04-09 12:15:27.779-04,2019-04-09 12:15:27.779-04
57992,32. Take off,LEAVE,02,1991,,2019-04-09 12:14:26.72-04,2019-04-09 12:14:26.72-04
96171,45. More retiring,SHIER,08,1976,,2019-04-09 12:15:39.294-04,2019-04-09 12:15:39.294-04
134708,46. Picture puzzle,REBUS,04,1977,,2019-04-09 12:16:46.993-04,2019-04-09 12:16:46.993-04
21446,5. End of a Stein line,AROSE,07,1983,,2019-04-09 12:13:21.027-04,2019-04-09 12:13:21.027-04
205303,60. Steel-plow pioneer,DEERE,01,1984,,2019-04-09 12:19:05.326-04,2019-04-09 12:19:05.326-04
145668,19. Vatican tribunal,CURIA,10,1976,,2019-04-09 12:17:08.783-04,2019-04-09 12:17:08.783-04
123456,67. Drone,IDLER,12,1990,,2019-04-09 12:16:27.426-04,2019-04-09 12:16:27.426-04
8618,35. Sacred song,PSALM,01,1988,,2019-04-09 12:12:54.001-04,2019-04-09 12:12:54.001-04
129126,12. Mary of the comics,WORTH,10,1986,,2019-04-09 12:16:37.156-04,2019-04-09 12:16:37.156-04
205869,132. Signorina's love,AMORE,07,1985,,2019-04-09 12:19:06.209-04,2019-04-09 12:19:06.209-04
94792,32. Soviet cooperative,ARTEL,10,1981,,2019-04-09 12:15:36.893-04,2019-04-09 12:15:36.893-04
221677,82. Kind of message,TELEX,04,1987,,2019-04-09 12:19:33.851-04,2019-04-09 12:19:33.851-04
154293,46. Noted U.S. physicist,KURIE,02,1979,,2019-04-09 12:17:27.471-04,2019-04-09 12:17:27.471-04
14692,"1. Author of ""The Republic""",PLATO,01,1990,,2019-04-09 12:13:08.315-04,2019-04-09 12:13:08.315-04
106941,33. Set of steps between farms,STILE,04,1979,,2019-04-09 12:15:58.144-04,2019-04-09 12:15:58.144-04
121099,24. Brought to heel,TAMED,05,1977,,2019-04-09 12:16:23.597-04,2019-04-09 12:16:23.597-04
119057,20. Stacy from Savannah,KEACH,01,1979,,2019-04-09 12:16:19.955-04,2019-04-09 12:16:19.955-04
200238,41. Stratum,LAYER,05,1992,,2019-04-09 12:18:56.996-04,2019-04-09 12:18:56.996-04
121622,9. Whoop-de-doo,REVEL,04,1978,,2019-04-09 12:16:24.548-04,2019-04-09 12:16:24.548-04
168790,50. Roman's second name,NOMEN,05,1978,,2019-04-09 12:17:58.933-04,2019-04-09 12:17:58.933-04
250,1. ___ out (abolish),STAMP,08,1982,,2019-04-09 12:12:27.465-04,2019-04-09 12:12:27.465-04
179370,94. Corporation rule,BYLAW,06,1981,,2019-04-09 12:18:20.124-04,2019-04-09 12:18:20.124-04
54518,16. Lowest point,NADIR,06,1977,,2019-04-09 12:14:19.943-04,2019-04-09 12:14:19.943-04
6869,9. Philatelist's item,STAMP,09,1994,,2019-04-09 12:12:50.145-04,2019-04-09 12:12:50.145-04
214203,104. Friends of Jacques,AMIES,11,1984,,2019-04-09 12:19:20.593-04,2019-04-09 12:19:20.593-04
52238,49. Immerse,DOUSE,06,1981,,2019-04-09 12:14:16.105-04,2019-04-09 12:14:16.105-04
57115,23. Sprung,AROSE,06,1979,,2019-04-09 12:14:24.326-04,2019-04-09 12:14:24.326-04
62886,25. Wear with an air,SPORT,02,1989,,2019-04-09 12:14:38.301-04,2019-04-09 12:14:38.301-04
151577,59. Indonesian islands,AROES,11,1989,,2019-04-09 12:17:22.443-04,2019-04-09 12:17:22.443-04
77784,22. ___salami,GENOA,01,1996,,2019-04-09 12:15:08.724-04,2019-04-09 12:15:08.724-04
49514,44. Prop for Wyeth,EASEL,05,1993,,2019-04-09 12:14:11.857-04,2019-04-09 12:14:11.857-04
49677,61. Pines and spruces,TREES,12,1976,,2019-04-09 12:14:12.086-04,2019-04-09 12:14:12.086-04
4933,15. Sommelier's stock,WINES,07,1994,,2019-04-09 12:12:45.082-04,2019-04-09 12:12:45.082-04
204511,117. Incensed,IRATE,12,1978,,2019-04-09 12:19:04.026-04,2019-04-09 12:19:04.026-04
79602,"46. To be, below the Border",ESTAR,03,1982,,2019-04-09 12:15:11.733-04,2019-04-09 12:15:11.733-04
125426,58. Compact,SOLID,07,1986,,2019-04-09 12:16:30.558-04,2019-04-09 12:16:30.558-04
197147,68. Eliminate,ERASE,06,1993,,2019-04-09 12:18:51.841-04,2019-04-09 12:18:51.841-04
79296,27. Place of refreshment,OASIS,08,1992,,2019-04-09 12:15:11.236-04,2019-04-09 12:15:11.236-04
181370,11. Little Iodine's creator,HATLO,06,1989,,2019-04-09 12:18:24.18-04,2019-04-09 12:18:24.18-04
114675,23. Riled up,IRATE,11,1994,,2019-04-09 12:16:12.067-04,2019-04-09 12:16:12.067-04
154635,29. Food carriers,TRAYS,05,1991,,2019-04-09 12:17:28.245-04,2019-04-09 12:17:28.245-04
174400,110. Opening in the head,NARIS,03,1993,,2019-04-09 12:18:10.484-04,2019-04-09 12:18:10.484-04
127919,32. Pale,ASHEN,02,1977,,2019-04-09 12:16:34.811-04,2019-04-09 12:16:34.811-04
25026,"18. O'Neill's ""___ Millions""",MARCO,02,1981,,2019-04-09 12:13:27.404-04,2019-04-09 12:13:27.404-04
29393,"33. ""___ Bulba,"" novel by Gogol",TARAS,04,1978,,2019-04-09 12:13:37.339-04,2019-04-09 12:13:37.339-04
166638,45. Dustin Hoffman role,RATSO,02,1983,,2019-04-09 12:17:54.545-04,2019-04-09 12:17:54.545-04
98795,63. Switchblades,SHIVS,09,1976,,2019-04-09 12:15:44.46-04,2019-04-09 12:15:44.46-04
85807,24. Actors Alan and Robert,ALDAS,03,1977,,2019-04-09 12:15:21.901-04,2019-04-09 12:15:21.901-04
196793,72. Smart ___,ALECK,07,1979,,2019-04-09 12:18:51.319-04,2019-04-09 12:18:51.319-04
9267,1. Dipper,LADLE,08,1977,,2019-04-09 12:12:56.297-04,2019-04-09 12:12:56.297-04
7567,77. Skirt,AVOID,12,1993,,2019-04-09 12:12:51.812-04,2019-04-09 12:12:51.812-04
182458,"17. ""Home, Sweet Home"" author",PAYNE,07,1977,,2019-04-09 12:18:26.941-04,2019-04-09 12:18:26.941-04
110036,37. Hazard,PERIL,11,1989,,2019-04-09 12:16:03.801-04,2019-04-09 12:16:03.801-04
11672,"9. Macédoine, e.g.",SALAD,11,1977,,2019-04-09 12:13:01.554-04,2019-04-09 12:13:01.554-04
210759,72. Approaches,NEARS,08,1982,,2019-04-09 12:19:14.421-04,2019-04-09 12:19:14.421-04
102646,17. Cheers!,SKOAL,07,1993,,2019-04-09 12:15:51.345-04,2019-04-09 12:15:51.345-04
90413,24. Glasses,SPECS,04,1992,,2019-04-09 12:15:29.503-04,2019-04-09 12:15:29.503-04
8912,1. Coiled,WOUND,03,1988,,2019-04-09 12:12:55.168-04,2019-04-09 12:12:55.168-04
112511,14. Founded,BASED,10,1989,,2019-04-09 12:16:08.21-04,2019-04-09 12:16:08.21-04
179210,86. Stage platform,RISER,03,1979,,2019-04-09 12:18:19.51-04,2019-04-09 12:18:19.51-04
175442,86. Thrash or thresh,FLAIL,01,1978,,2019-04-09 12:18:13.599-04,2019-04-09 12:18:13.599-04
180146,106. Ecole-ite?,ELEVE,03,1996,,2019-04-09 12:18:21.858-04,2019-04-09 12:18:21.858-04
143813,27. Suppress,ELIDE,11,1984,,2019-04-09 12:17:02.242-04,2019-04-09 12:17:02.242-04
71795,7. ___ Square,TIMES,06,1979,,2019-04-09 12:14:57.9-04,2019-04-09 12:14:57.9-04
72901,30. ___ la Paix,RUEDE,10,1981,,2019-04-09 12:15:00.049-04,2019-04-09 12:15:00.049-04
94594,22. Varnish ingredient,RESIN,07,1978,,2019-04-09 12:15:36.562-04,2019-04-09 12:15:36.562-04
50274,67. Savvies,SABES,08,1977,,2019-04-09 12:14:13.087-04,2019-04-09 12:14:13.087-04
168629,24. Minnesota clinic founders,MAYOS,05,1995,,2019-04-09 12:17:58.578-04,2019-04-09 12:17:58.578-04
187541,62. Marsh bird,SNIPE,11,1990,,2019-04-09 12:18:35.545-04,2019-04-09 12:18:35.545-04
175814,79. Fashions,MODES,12,1987,,2019-04-09 12:18:14.294-04,2019-04-09 12:18:14.294-04
223386,40. Namesakes of Chaplin's widow,OONAS,11,1981,,2019-04-09 12:19:36.857-04,2019-04-09 12:19:36.857-04
114195,26. Groomsman,USHER,11,1984,,2019-04-09 12:16:11.082-04,2019-04-09 12:16:11.082-04
36050,"28. ___ de café (cup of coffee, in Chambéry",TASSE,12,1983,,2019-04-09 12:13:48.431-04,2019-04-09 12:13:48.431-04
125569,28. Shadows,SPIES,08,1996,,2019-04-09 12:16:30.812-04,2019-04-09 12:16:30.812-04
169373,75. Famed fiddle,STRAD,04,1992,,2019-04-09 12:17:59.835-04,2019-04-09 12:17:59.835-04
35898,13. Edmonton hockey player,OILER,05,1991,,2019-04-09 12:13:48.212-04,2019-04-09 12:13:48.212-04
141110,26. Prevaricators,LIARS,10,1983,,2019-04-09 12:16:57.658-04,2019-04-09 12:16:57.658-04
221200,7. Driving force,STEAM,08,1987,,2019-04-09 12:19:33.017-04,2019-04-09 12:19:33.017-04
15367,50. Lame Mongol conqueror,TIMUR,09,1984,,2019-04-09 12:13:09.648-04,2019-04-09 12:13:09.648-04
136127,65. Scrape the windshield,DEICE,04,1980,,2019-04-09 12:16:49.473-04,2019-04-09 12:16:49.473-04
194930,74. Ecole inhabitant,ELEVE,09,1979,,2019-04-09 12:18:48.034-04,2019-04-09 12:18:48.034-04
181996,47. Like pipe tobacco,CURED,04,1996,,2019-04-09 12:18:25.496-04,2019-04-09 12:18:25.496-04
113750,70. Classified,TYPED,06,1986,,2019-04-09 12:16:10.299-04,2019-04-09 12:16:10.299-04
16572,"27. ""La Belle Dame Sans ___"": Keats",MERCI,10,1989,,2019-04-09 12:13:12.206-04,2019-04-09 12:13:12.206-04
24528,"48. Kanone, e.g.",SKIER,04,1980,,2019-04-09 12:13:26.658-04,2019-04-09 12:13:26.658-04
80704,58. ___ cotta,TERRA,11,1987,,2019-04-09 12:15:13.6-04,2019-04-09 12:15:13.6-04
209337,32. Show up for the 25th,REUNE,01,1980,,2019-04-09 12:19:11.967-04,2019-04-09 12:19:11.967-04
41786,24. Inane,SILLY,04,1986,,2019-04-09 12:13:58.193-04,2019-04-09 12:13:58.193-04
16143,31. Degrade,ABASE,10,1976,,2019-04-09 12:13:11.323-04,2019-04-09 12:13:11.323-04
218773,59. Watery trenches,MOATS,01,1978,,2019-04-09 12:19:29.121-04,2019-04-09 12:19:29.121-04
6481,30. Architect Jones,INIGO,07,1996,,2019-04-09 12:12:49.195-04,2019-04-09 12:12:49.195-04
